groupItemTitle,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_ticker,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss,prediction_correct
Lib Dems,"[""Yes"", ""No""]","[""0"", ""1""]",209459.87,209459.8676,True,True,"[""92515494193270123435288598288433771575298807552379654406913535905210528535247"", ""76840782604904777086704152792349416096740534886820617417109939251417120745568""]",uk-elections-who-will-win-most-seats,Which party wins the most seats after UK Election?,qqqqqq,1763874.095, United Kingdom, Parliamentary,2.0,No,9.25e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,272.0,2.992647059,1.071246819,0.150735294,0.0,4.000694449,346.0,2.352601156,0.661849711,1.157248157,0.0,9.55E-06,0.005780347,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",205722.0593,205722.0593,True,True,"[""114333936311297103954601849607183333708964339217596658756698883257446575026383"", ""101144636228474303996227718652753639080858472325480411132570386650290034938901""]",montana-presidential-election-winner,Montana Presidential Election Winner,This is a market on predicting the winner of the presidential election in Montana.,427161.8347, United States, Presidential,5.0,No,1.1399999999999999e+77,0.002,0.001,0.002045541,0.223542963,0.006,0.001,0.0,0.002,0.002,0.996,221.0,9.773755656,1.093023256,0.303167421,0.523611111,16.53115079,419.0,5.155131265,0.673031026,1.591666667,0.071599045,2.43E-05,0.011933174,0,4e-06,0.002002003,1.0
James Cleverly,"[""Yes"", ""No""]","[""0"", ""1""]",204562.31,204562.3145,True,True,"[""57735521592223836061481183515708673628675526246848154177823199448885994781860"", ""81964134221271743228451470563354097151200882107389179832647563442824952168608""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,5.7699999999999994e+76,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,263.0,2.585551331,0.707224335,1.229411765,0.007604563,2.93E-05,0.022813688,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",203064.5997,203064.5997,True,True,"[""10629566806201008398940333711128276189723699295836746714464011432081886074152"", ""23364346909094809395039553573724633148702373118933073354315939608174556706204""]",connecticut-presidential-election-winner,Connecticut Presidential Election Winner,This is a market on predicting the winner of the presidential election in Connecticut.,545063.7262, United States, Presidential,10.0,No,1.06e+76,0.001,0.002,0.001402909,0.446023128,0.004,-0.001,0.0,0.001,0.001,0.998,221.0,8.126696833,1.083526682,0.393665158,0.153674833,4.851734012,636.0,2.823899371,0.751572327,1.277282851,0.119496855,4.92E-05,0.01572327,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""1"", ""0""]",202726.0893,202726.0893,True,True,"[""7403471368872615551064932909685234769891771208569638697132308530857339306163"", ""104787647822868822357359441131111533792748012596854778945907667078461254165074""]",illinois-presidential-election-winner,Illinois Presidential Election Winner,This is a market on predicting the winner of the presidential election in Illinois.,9834569.233, United States, Presidential,14.0,Yes,7.4e+75,0.982999962,0.982999984,0.981954495,0.007029677,0.032999995,0.013373285,0.0,0.992999341,0.017000038,0.965999924,221.0,10.0678733,1.760545906,0.511312217,0.614382022,19.39691814,1014.0,2.194280079,0.159763314,1.247640449,0.696252465,6.91E-05,0.013806706,1,0.000289001,0.017146197,1.0
Liberal,"[""Yes"", ""No""]","[""1"", ""0""]",202053.4888,202053.4888,True,True,"[""44125620567743490146030351473866604833997321541774734120431351875272802039645"", ""112092962211292597884671877482679759435041557113500266700977263532724283634214""]",which-party-wins-most-seats-in-new-brunswick-election,Which party wins most seats in New Brunswick election?,"This is a market group over which party will win a plurality in the 2024 New Brunswick general election, scheduled for October 21.",230156.2464, Canada, Provincial,6.0,Yes,4.4099999999999995e+76,0.56,0.6,0.721803863,0.127212219,0.44,0.15,0.0,0.69,0.44,0.12,31.0,9.35483871,2.052631579,0.870967742,0.479310345,2.122660099,149.0,1.946308725,0.174496644,1.017241379,0.510067114,2.97E-05,0.040268456,1,0.1936,0.579818495,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",199550.4499,199550.4499,True,True,"[""48952778114812305855011039621750327379121824029996306523202429232292910423319"", ""31051715593409855279555117261170492630314968504456880579367476144382090736419""]",utah-presidential-election-winner,Utah Presidential Election Winner,This is a market on predicting the winner of the presidential election in Utah.,370770.4353, United States, Presidential,4.0,Yes,4.8999999999999996e+76,0.984,0.979,0.982785916,0.002344275,0.01,0.00513053,0.0,0.985,0.016,0.968,221.0,5.180995475,1.425847458,0.547511312,0.122270742,3.860262009,374.0,3.061497326,0.203208556,1.216593886,0.171122995,2.00E-05,0.010695187,1,0.000256,0.016129382,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",197831.8942,197831.8942,True,True,"[""13767547729376814654891769515903487368863748766037318764144678687242004527222"", ""115106429383982203640353396499498737712771675475504047689205217275023541243629""]",west-virginia-governor-election-winner,West Virginia Governor Election Winner,This is a market on predicting the winner of the West Virginia Governor election.,285220.8943, United States, Governor,0.0,No,1.3799999999999999e+76,0.021000043,0.021000043,0.0269352465,1.36e-07,4.03e-09,4.03e-09,0.0,0.021000043,0.021000043,0.957999914,180.0,1.233333333,1.336842105,0.311111111,0.009009009,0.231660232,87.0,2.551724138,0.287356322,1.315315315,0.022988506,0,0,0,0.000441002,0.02122368,1.0
Donald Trump,"[""Yes"", ""No""]","[""0"", ""1""]",196611.239,196611.239,True,True,"[""87043082768935693715129767462273934029587358151911416123872278358961719248124"", ""94321836927970312324642614646893791194578317535406463702515171008457666482993""]",delaware-presidential-election-winner-2024,Delaware Presidential Election Winner,This is a market on predicting the winner of the presidential election in Delaware.,541418.4169, United States, Presidential,7.0,No,8.699999999999999e+76,0.014,0.017,0.01376984,0.233827713,0.020521991,-0.015,0.0,0.012,0.014,0.972,221.0,2.140271493,1.95625,0.371040724,0.226215645,7.141951072,162.0,2.919753086,0.203703704,1.260042283,0.074074074,3.56E-05,0.043209877,0,0.000196,0.014098924,1.0
Kamala Harris,"[""Yes"", ""No""]","[""1"", ""0""]",196361.5464,196361.5464,True,True,"[""41800066775270666807347286837423841221458892997386111237977179800766053318940"", ""9373572127338385550301284111919152226727501080608779285569732041567482590017""]",delaware-presidential-election-winner-2024,Delaware Presidential Election Winner,This is a market on predicting the winner of the presidential election in Delaware.,541418.4169, United States, Presidential,7.0,Yes,4.18e+76,0.984999414,0.983,0.984735936,0.006464011,0.021,0.016,0.0,0.988,0.015000586,0.969998828,221.0,3.755656109,1.553846154,0.484162896,0.239759036,7.569535284,250.0,3.32,0.212,1.254216867,0.268,3.56E-05,0.028,1,0.000225018,0.015114233,1.0
North Carolina,"[""Yes"", ""No""]","[""0"", ""1""]",194910.8571,194910.8571,True,True,"[""8525037276074463152947584777180904214749412233585455253913499854611882628858"", ""17063711549558370976666619344457258540482098102958568166197982987072487142863""]",us-election-tipping-point-state,Tipping Point State in 2024 Election?,This is a market on which state will be the tipping point in the 2024 U.S. presidential election.,26153232.58, United States, Presidential Tipping Point,128.0,No,8.53e+75,0.13,0.12998882,0.126882865,0.100079177,0.11,-0.04,0.0,0.08,0.13,0.74,111.0,11.69369369,1.120915033,1.126126126,0.503081664,7.977437816,316.0,4.107594937,0.132911392,1.346687211,0.506329114,0.00065671,0.405063291,0,0.0169,0.139262067,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",194057.8092,194057.8092,True,True,"[""15920244308774217097829319597932290823172348889536312734584288906945953156487"", ""6014935064430038714109721515604082834596122781026652436070525079392437755883""]",indiana-presidential-election-winner,Indiana Presidential Election Winner,This is a market on predicting the winner of the presidential election in Indiana.,509185.3237, United States, Presidential,10.0,Yes,1.5899999999999998e+76,0.977,0.988,0.978575045,0.00587146,0.031,0.011,0.0,0.991,0.023,0.954,221.0,2.79638009,1.663793103,0.393665158,0.325242718,10.26837725,261.0,2.367816092,0.103448276,1.220064725,0.425287356,5.15E-05,0.038314176,1,0.000529,0.023268627,1.0
Maia Sandu,"[""Yes"", ""No""]","[""1"", ""0""]",191595.37,191595.37,True,True,"[""57703401922030928889977293512303997046887521624214703485367473187453489285769"", ""23874437153982785160552190848753406234716605383255209659534817782884226760426""]",moldova-presidential-election-winner,Moldova Presidential Election Winner,"This is a negrisk group over the winner of the 2024 Moldovan presidential election, scheduled for October 20, 2024.",1148392.776, Moldova, Presidential,94.0,Yes,5.7699999999999994e+76,0.974,0.94,0.95826478,0.017232059,0.067999999,0.040999985,0.0,0.980999985,0.026,0.947999999,8.0,225.875,2.1208981,3.125,0.961815163,1.099217329,814.0,2.21990172,0.083538084,1.260099613,0.934889435,0.000490617,0.115479115,1,0.000676,0.026343975,1.0
Alexandr Stoianoglo,"[""Yes"", ""No""]","[""0"", ""1""]",190812.8617,190812.8617,True,True,"[""52277755537316888747481614369572787535052093636504316418519986187156246473920"", ""108038196161288878831543780047579933572598453259316476378554919336359275148152""]",moldova-presidential-election-winner,Moldova Presidential Election Winner,"This is a negrisk group over the winner of the 2024 Moldovan presidential election, scheduled for October 20, 2024.",1148392.776, Moldova, Presidential,94.0,No,5.2299999999999995e+76,0.019,0.047495065,0.035558957,0.3892112,0.03904777,-0.024000022,0.0,0.012,0.019,0.962,8.0,109.125,1.834415584,3.0,0.975945017,1.115365734,249.0,3.506024096,0.212851406,1.199312715,0.927710843,0.000492629,0.37751004,0,0.000361,0.019182819,1.0
Kamala Harris,"[""Yes"", ""No""]","[""1"", ""0""]",189595.4321,189595.4321,True,True,"[""23562921377015009275897082172170957365183865786898450469827167388868399731207"", ""73714725616721381126008185368249464089759854003094434145995777153653846123389""]",connecticut-presidential-election-winner,Connecticut Presidential Election Winner,This is a market on predicting the winner of the presidential election in Connecticut.,545063.7262, United States, Presidential,10.0,Yes,2.36e+76,0.987999996,0.987,0.985428837,0.004044373,0.018,0.007999989,0.0,0.986999989,0.012000004,0.975999992,221.0,9.14479638,1.037298387,0.502262443,0.064819396,2.046440942,378.0,5.346560847,0.238095238,1.427016329,0.182539683,5.27E-05,0.026455026,1,0.000144,0.012072585,1.0
Donald Trump,"[""Yes"", ""No""]","[""0"", ""1""]",188191.3989,188191.3989,True,True,"[""101750528828230644663458312609422438541903878295251862307920265464444659682236"", ""40648444297793805897906298748893239519653166513164883629967739376851672620436""]",illinois-presidential-election-winner,Illinois Presidential Election Winner,This is a market on predicting the winner of the presidential election in Illinois.,9834569.233, United States, Presidential,14.0,No,1.0199999999999999e+77,0.02,0.02099998,0.025336837,0.503211183,0.034,-0.021837563,0.0,0.007162437,0.02,0.96,221.0,2.081447964,2.709677419,0.321266968,0.408695652,12.90310559,238.0,1.932773109,0.147058824,1.236956522,0.441176471,7.44E-05,0.058823529,0,0.0004,0.020202707,1.0
Grant Shapps,"[""Yes"", ""No""]","[""0"", ""1""]",187927.37,187927.3688,True,True,"[""42928022307702290600472901118748059492415614543271837496915196619428650945035"", ""60192150428007774253100072245083166262849197714421899602283818000291106148313""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,4.29e+76,0.001,0.001,0.0269352465,0.0,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,233.0,2.618025751,0.635193133,1.231147541,0.021459227,3.19E-05,0.025751073,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",186645.1156,186645.1156,True,True,"[""18862677116349826102022101251406101062816307133436319927245131674359504470104"", ""68613390801125547675112846019595486956836328233117170538882041193072731119905""]",mississippi-presidential-election-winner,Mississippi Presidential Election Winner,This is a market on the winner of the upcoming presidential election in Mississippi.,341376.0423, United States, Presidential,4.0,No,1.89e+76,0.002,0.002,0.001623471,0.412697114,0.003,0.0,0.0,0.001,0.002,0.996,221.0,5.692307692,1.246428571,0.416289593,0.053259141,1.681467181,475.0,2.648421053,0.661052632,1.223370429,0.08,2.14E-05,0.008421053,0,4e-06,0.002002003,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",186047.6007,186047.6007,True,True,"[""12743364169967384405731506096419140278256021083989404255253539011182048567619"", ""40190380747021833660386536016926626222200091346102857005437639724346199868891""]",minnesota-us-senate-election-winner,Minnesota Senate Election Winner,This is a market on the outcome of the Minnesota Senate election and who will win the seat.,330642.5213, United States, Senate,8.0,No,1.27e+76,0.001,0.003,0.001354037,0.557773351,0.002,0.0,0.0,0.001,0.001,0.998,206.0,6.873786408,1.240506329,0.325242718,0.105932203,3.117433414,595.0,2.379831933,0.425210084,1.26059322,0.228571429,4.30E-05,0.013445378,0,1e-06,0.0010005,1.0
Conservatives,"[""Yes"", ""No""]","[""1"", ""0""]",185828.82,185828.8171,True,True,"[""112565259073750088517532158229639447438843994993965476638337205032366007887065"", ""64692861893218474869760941026545689126396683038487100653606256725741298949822""]",which-party-wins-second-most-seats-in-uk-election,Which party wins second most seats in UK Election?,qqqqqqqqq ,585891.8912, United Kingdom, Parliamentary,10.0,Yes,1.1299999999999999e+77,0.85,0.9,0.857868189,0.095294101,0.290161231,0.202168935,0.0,0.892168728,0.15,0.7,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,200.0,3.09,0.09,1.317152104,0.575,5.38E-05,0.05,1,0.0225,0.162518929,1.0
Reform,"[""Yes"", ""No""]","[""0"", ""1""]",185284.93,185284.9287,True,True,"[""78550069142205849420226806257576340696040762737505712160674164833949459555323"", ""82750803561445189326768858330678289114626608335606875312036127615051002907255""]",which-party-wins-second-most-seats-in-uk-election,Which party wins second most seats in UK Election?,qqqqqqqqq ,585891.8912, United Kingdom, Parliamentary,10.0,No,7.859999999999999e+76,0.03,0.043349752,0.034533219,0.312116663,0.055,-0.024270662,0.0,0.035,0.03,0.94,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,93.0,3.279569892,0.075268817,1.147540984,0.698924731,5.40E-05,0.107526882,0,0.0009,0.030459207,1.0
Pennsylvania,"[""Yes"", ""No""]","[""1"", ""0""]",181816.2614,181816.2614,True,True,"[""92671985867536380119387329828350934223672080700415938453690016848332516079259"", ""56263714069486278455463094010363191974478872333819047910729917165302257913749""]",what-will-trump-say-in-speech-after-election-is-called,What will Trump say in first speech after AP calls the election?,This is a market on predicting the content of Trump's speech following the announcement of election results.,1881199.226, United States, Presidential Speech,980.0,Yes,9.27e+76,0.999,0.999,0.0269352465,0.170871727,0.015,0.0,0.0,0.999,0.001,0.998,24.0,55.95833333,1.411131059,0.458333333,0.0,4.000694449,446.0,3.011210762,0.19058296,1.192851824,0.0,0.005390057,2.197309417,1,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",179627.1555,179627.1555,True,True,"[""4253482137420710223969374915540373700665154658329833877120299626564015188886"", ""60964414342259618591853877703373123309900391551544153873112328464155235976655""]",indiana-presidential-election-winner,Indiana Presidential Election Winner,This is a market on predicting the winner of the presidential election in Indiana.,509185.3237, United States, Presidential,10.0,No,4.25e+75,0.001,0.001,0.002302123,0.936946594,0.006,0.0,0.0,0.001,0.001,0.998,221.0,8.823529412,1.135815991,0.366515837,0.062564103,1.975238095,589.0,3.310696095,0.750424448,1.240512821,0.067911715,5.57E-05,0.016977929,0,1e-06,0.0010005,1.0
Rishi Sunak,"[""Yes"", ""No""]","[""0"", ""1""]",177517.85,177517.85,True,True,"[""17812528062953477874140033093231957381686387015062790518886638212867172364918"", ""6796178508447366117721941450241509166153934730518924550232009128131982833577""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,1.78e+76,0.01299873,0.008,0.009018414,0.279147365,0.011,0.004217786,0.0,0.011,0.01299873,0.97400254,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,283.0,2.091872792,0.045936396,1.273648649,0.070671378,3.38E-05,0.021201413,0,0.000168967,0.013083953,1.0
Álvaro Delgado,"[""Yes"", ""No""]","[""0"", ""1""]",177286.5391,177286.5391,True,True,"[""8026260788717110298341926552966894636632590902735200753261137019840202031430"", ""87518202413489828745204972835738196908878597038636177008399527123491698148856""]",uruguay-presidential-election-winner,Uruguay Presidential Election,"This is a negrisk group over the winner of the 2024 Uruguayan presidential election, scheduled for October 27, 2024.",1043470.037, Uruguay, Presidential,179.0,No,8.03e+75,0.205999521,0.139004783,0.348840355,0.94780547,0.659,0.067999804,2.0,0.207999178,0.205999521,0.588000957,15.0,99.13333333,1.728440367,3.4,0.920645595,1.97281199,460.0,3.232608696,0.202173913,1.247478144,0.895652174,0.001009665,0.389130435,0,0.042435803,0.230671214,1.0
Jeremy Hunt,"[""Yes"", ""No""]","[""0"", ""1""]",176795.4,176795.4035,True,True,"[""5550282050766884473874481521384003615544051527731406184602606756221643887996"", ""8139784922298442716302098597747044531218868867178369874915440558902210834797""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,5.55e+75,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,242.0,2.512396694,0.747933884,1.200657895,0.012396694,3.39E-05,0.024793388,0,1e-06,0.0010005,1.0
Sergio Massa,"[""Yes"", ""No""]","[""0"", ""1""]",174887.74,174887.74,True,True,"[""68170838865889629300385021135689445602461116202049328360375827856808124332034"", ""39452580249805885152966274629391263357911404956610689088119987192162059517244""]",argentina-presidential-election-who-will-win,Argentina Presidential Election: Who will win?,qq,787159.22, Argentina, Presidential,141.0,No,6.82e+76,0.19,0.2,0.19128445,0.0447736,0.02,0.0,0.0,0.2,0.19,0.62,66.0,9.272727273,2.12244898,1.060606061,0.85130719,8.026610644,140.0,4.371428571,0.207142857,1.259803922,0.8,0.000806231,1.007142857,0,0.0361,0.210721031,1.0
Simon Harris,"[""Yes"", ""No""]","[""0"", ""1""]",174564.4453,174564.4453,True,True,"[""28170276909549585361261823905537739959974907031313936439667962334796389945906"", ""34548690177954654371072710395501453499971858450175602760140705658603306541924""]",next-prime-minster-of-ireland,Next Prime Minister of Ireland,This is a market on predicting who will be the next Prime Minister of Ireland.,13618946.85, Ireland, Prime Minister,90.0,No,2.8199999999999997e+76,0.28,0.31,0.26578754,0.355592234,0.44,-0.44,3.0,0.2,0.28,0.44,16.0,141.0,2.086183311,4.5,0.859929078,1.965552178,623.0,3.621187801,0.168539326,1.548758865,0.77046549,0.000515569,0.144462279,0,0.0784,0.328504067,1.0
Penny Mordaunt,"[""Yes"", ""No""]","[""0"", ""1""]",174546.97,174546.9707,True,True,"[""35409823694221860462818711472913000536739909752725839585933634427310952805720"", ""48950721426167622187852031918727354373982531505951567473254888765897278200356""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,3.54e+76,0.001,0.001,0.0269352465,0.0,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,251.0,2.398406375,0.585657371,1.224252492,0.003984064,3.44E-05,0.023904382,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",170746.2709,170746.2709,True,True,"[""83313210891551915403582855510812287942260135762961100279302557178692888288520"", ""84966243186813959282681861487448887659455724550071298564674568840778657180259""]",south-dakota-presidential-election-winner,South Dakota Presidential Election Winner,This is a market on predicting the winner of the presidential election in South Dakota.,651976.9793, United States, Presidential,5.0,No,8.329999999999999e+76,0.001,0.002,0.001831684,0.685415295,0.005,-0.004,0.0,0.001,0.001,0.998,221.0,6.185520362,1.545623836,0.411764706,0.21872714,6.905528268,630.0,2.16984127,0.522222222,1.285296269,0.363492063,2.93E-05,0.007936508,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",169224.5911,169224.5911,True,True,"[""33086115410195210085041616646744351520409264719912758318127327712658050438376"", ""26503851527878926849458897567580276865778296351721961583720884261462124609773""]",south-carolina-presidential-election-winner,South Carolina Presidential Election Winner,This is a market on the predicted winner of the South Carolina presidential election.,366010.2585, United States, Presidential,4.0,No,3.31e+76,0.002,0.002,0.001571466,0.791191338,0.007,-0.007,0.0,0.001,0.002,0.996,221.0,5.773755656,1.222996516,0.343891403,0.198275862,6.259852217,402.0,3.174129353,0.679104478,1.247648903,0.199004975,2.36E-05,0.009950249,0,4e-06,0.002002003,1.0
Priti Patel,"[""Yes"", ""No""]","[""0"", ""1""]",168878.02,168878.0172,True,True,"[""93226265427176168488692787769414278065145577407111927895225609580464918319301"", ""35536494178739011431405786875770097320474027489703287966005621835309480770573""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,9.32e+76,0.001,0.001,0.001,4.51e-16,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,243.0,2.46090535,0.617283951,1.214046823,0.016460905,3.55E-05,0.024691358,0,1e-06,0.0010005,1.0
Nikki Haley,"[""Yes"", ""No""]","[""0"", ""1""]",168305.55,160945.339,True,True,"[""35557859467763341635362789570856827321272210357501754618844815551576922983291"", ""78118529524639173700167934778533202620053845007966912944800512231568696242280""]",who-will-win-the-us-2024-republican-presidential-nomination,[Single Markets] Republican Nominee 2024,This is a market group on The Republican Party nominee for U.S. 2024 Presidential Elections. ,7614716.104, United States, Presidential Primary,43.0,No,3.56e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,564.0,0.817375887,1.519125683,0.296099291,0.0,4.000694449,150.0,3.073333333,0.206666667,1.154013015,0.0,0.000255488,0.286666667,0,1e-06,0.0010005,1.0
Elon,"[""Yes"", ""No""]","[""1"", ""0""]",161220.4049,161220.4049,True,True,"[""48310053563115928489263090838179951083158387213879494320396837512899593543381"", ""23131306552771331526819341022424696278185436059991485650530077546625358347707""]",what-will-trump-say-in-speech-after-election-is-called,What will Trump say in first speech after AP calls the election?,This is a market on predicting the content of Trump's speech following the announcement of election results.,1881199.226, United States, Presidential Speech,980.0,Yes,4.8299999999999996e+76,0.999,0.999,0.0269352465,0.170871727,0.015,0.0,0.0,0.999,0.001,0.998,24.0,73.04166667,1.536903039,0.458333333,0.0,4.000694449,666.0,2.632132132,0.154654655,1.159726184,0.0,0.006078635,1.471471471,1,1e-06,0.0010005,1.0
Democrat,"[""Yes"", ""No""]","[""1"", ""0""]",160834.4576,160834.4576,True,True,"[""59250706891220970845121790939442557897953771078771873442994882006516240634361"", ""39528245754824243631758298904317652006722208327682294271676487953755857382320""]",massachusetts-us-senate-election-winner,Massachusetts Senate Election Winner,"This is a market on the outcome of the Massachusetts Senate election, predicting who will win the seat.",731223.2155, United States, Senate,14.0,Yes,5.93e+76,0.979,0.973000008,0.980792614,0.0088329,0.025,0.019000782,0.0,0.992,0.021,0.958,206.0,3.131067961,1.918552036,0.378640777,0.179844961,5.292580288,221.0,2.918552036,0.158371041,1.319379845,0.298642534,8.70E-05,0.063348416,1,0.000441,0.021223636,1.0
MAGA,"[""Yes"", ""No""]","[""1"", ""0""]",160783.8335,160783.8335,True,True,"[""25424607226506294499983048865259451247747373334650204314044101943352366552905"", ""72490773999178936582900915297172378826947152791828854465306085439118552266951""]",what-will-trump-say-in-speech-after-election-is-called,What will Trump say in first speech after AP calls the election?,This is a market on predicting the content of Trump's speech following the announcement of election results.,1881199.226, United States, Presidential Speech,980.0,Yes,2.54e+76,0.999,0.999,0.0269352465,0.170871727,0.015,0.0,0.0,0.999,0.001,0.998,24.0,56.75,1.467391304,0.458333333,0.0,4.000694449,623.0,2.186195827,0.107544141,1.121145374,0.0,0.00609514,1.573033708,1,1e-06,0.0010005,1.0
Republican,"[""Yes"", ""No""]","[""1"", ""0""]",160189.0102,160189.0102,True,True,"[""103290835122758017805654514635732515123742923280766439945880102310276815709854"", ""53817436389615458210557483768445372983066984267253821457984126277125233806970""]",congressional-district-1st-nebraska-presidential-election-winner,Nebraska's 1st Congressional District Presidential Election Winner,This is a market on the winner of the presidential election in Nebraska's 1st Congressional District.,430175.848, United States, Presidential,3.0,Yes,1.0299999999999999e+77,0.975,0.977,0.976061047,0.004601649,0.01,0.008,0.0,0.985,0.025,0.95,208.0,1.961538462,1.318181818,0.336538462,0.102941176,3.058823529,118.0,3.457627119,0.169491525,1.291666667,0.127118644,1.87E-05,0.025423729,1,0.000625,0.025317808,1.0
Conservatives,"[""Yes"", ""No""]","[""0"", ""1""]",159952.1824,159952.1824,True,True,"[""12745330224482649415946194486039864296049394465474553933999980275654168377641"", ""33072073243085069804411502379853567952211095434367454355765322233833625124464""]",which-party-wins-the-most-seats-in-british-columbia-election,Which party wins the most seats in British Columbia election?,"This is a market group over which party will win a plurality in the 2024 British Colombia general election, scheduled for October 19.",558112.7855, Canada, Provincial,240.0,No,1.27e+76,0.28,0.31,0.259933115,0.236290599,0.42,-0.15,6.0,0.22,0.28,0.44,28.0,53.07142857,2.504716981,1.392857143,0.741588156,2.966352624,283.0,5.250883392,0.144876325,1.453566622,0.724381625,0.001500448,0.848056537,0,0.0784,0.328504067,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",156941.3816,156941.3816,True,True,"[""104091544416403282449055832231256209492811594546272123381676430271281377009495"", ""114414492357340436599700337392039394043954014787221135063016220943131191562276""]",arkansas-presidential-election-winner,Arkansas Presidential Election Winner,This is a market on predicting the winner of the presidential election in Arkansas.,2021858.88, United States, Presidential,5.0,Yes,1.04e+77,0.997,0.994,0.995272261,0.004265584,0.012,0.01,0.0,0.996,0.003,0.994,221.0,2.497737557,1.442477876,0.50678733,0.251811594,7.95005176,238.0,2.319327731,0.058823529,1.224637681,0.365546218,3.19E-05,0.021008403,1,9e-06,0.003004509,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",156261.1832,156261.1832,True,True,"[""76946516212523651043287849497134904060865313147036745819429408016610196307365"", ""42861277106455096753863510014773294071010261104881909944061010016768925536455""]",oregon-presidential-election-winner,Oregon Presidential Election Winner,This is a market on who will win the presidential election in Oregon.,723589.9988, United States, Presidential,6.0,No,7.69e+76,0.001,0.001,0.001029704,0.695406701,0.005000001,0.004,0.0,0.005,0.001,0.998,221.0,7.371040724,1.945750452,0.43438914,0.269490485,8.508199597,718.0,2.268802228,0.426183844,1.32228361,0.316155989,3.84E-05,0.008356546,0,1e-06,0.0010005,1.0
Roderic O'Gorman,"[""Yes"", ""No""]","[""0"", ""1""]",155019.6488,155019.6488,True,True,"[""45579018991518815539312839374059751721246728408198315097015796170949929788250"", ""81550361697625623542974805601175075185885274870295591219793906725005346584297""]",next-prime-minster-of-ireland,Next Prime Minister of Ireland,This is a market on predicting who will be the next Prime Minister of Ireland.,13618946.85, Ireland, Prime Minister,90.0,No,4.5599999999999996e+76,0.002,0.007000002,0.002765769,0.315563941,0.005000002,0.0,0.0,0.003,0.002,0.996,16.0,114.25,2.18466899,4.5625,0.905908096,2.070647077,607.0,3.011532125,0.304777595,1.511487965,0.871499176,0.000580572,0.148270181,0,4e-06,0.002002003,1.0
